Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Sally W.,4,11/06/2018,"A great dive bar near cathedral square. When the weather is nicer they will open their main window to get some breeze through the bar which is nice to not be in stuffy air conditioning all the time. They have (surprisingly) really great breakfast and lunch.  Pretty cheap for the amount of food you get, however their sides are pretty expensive and can add up quickly.  (They will also give you tater-tots at breakfast time which is a HUGE plus for me)A few of the bartenders there have a hard-attitude...aka they are nice enough but come off as if they really don't care if you are there or not.  The owner is always extremely friendly and willing to chat with everyone.",121,"Milwaukee, WI",1,2,0,2
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Starla D.,5,4/16/2019,"This bar is like walking into your estranged drunk uncles garage. Dimly lit, probably could stand a power washing, smells like gasoline and marbs. With that being said I truly enjoy this bar. It feels at home, although it's right downtown. Don't buy the cigarettes from here though. I don't think the packs have moved an inch in the past few years",62,"Marquette, MI",0,2,1,2
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Bartleby F.,2,12/11/2017,"Super divey, like beyond divey.  It looks like the building might fall down at any moment.  The place is incredibly run-down.  I didn't eat here, not sure that I would.  It's very gurvy.  There are all sorts of doors that don't open.  That said, the beers are cheap and the bartenders are efficient.  It's hopping at happy hour, that's for sure.",61,"Milwaukee, WI",1,0,0,0
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Marisa N.,5,01/05/2020,"Love the atmosphere, very good selection with cheap prices. A little old-timey, but this is to be expected... to me it adds to the coziness. There's cool sports pictures on the walls, dimly lit, jukebox available. Always fun to tell people the name who don't know it's a bar.",49,"Milwaukee, WI",1,0,0,0
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Them V.,5,1/25/2020,This place was exactly what we were looking for and then some! Total dive bar. Great company. Tequila sodas were $4 and well poured. If you're on the road and looking for a good vibe go to My Office!,39,"Nashville, TN",0,0,0,0
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Valerie S.,5,7/20/2019,"Have been going here with friends since 2002. Great bartenders, fantastic cook and really friendly people. Don't have a worry about drama.",22,"Milwaukee, WI",1,1,0,0
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Bruce K.,4,8/14/2013,"""Sorry, honey. I need to stay late at 'My Office.'"" You need to practice so that you can say it without the quotes and the capital letters. Because once you're able to have a meeting at my office, being late will never be the same again.This little dive bar is nothing like the neighborhood around, which is plentiful with higher- (or at least medium-) end bars and restaurants. My Office keeps it simple with a scarred up bar, stools, a few tables, and a big stack of bottles of liquid to keep you occupied.Bartender was capable of pouring drinks and holding up a conversation. The barflies hanging around were more than polite to me, an outsider from nowhere near here.Not much for food available (picked egg, anyone?) but we're just here for the booze thanks.",135,"Charlotte, NC",0,7,4,4
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Adam J.,5,3/13/2019,The best dive bar in the entire city. For real. It's extremely cheap and definitely a service industry bar. I have been frequenting here for about 3 years and i recommend it to everyone visiting Milwaukee.,36,"East Town, Milwaukee, WI",0,1,0,1
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Christine F.,3,8/30/2017,"So we had a Restaurant.com gift certificate and the owner said he would take it even though they don't take them anymore. There was no notice saying they aren't taking them. It is a divey bar with a few tables that have Captains chairs. Only one other pair at the tables.  The waitress was really friendly and made me a great Bloody Mary without all of the garnishes. It was great! Breakfast is pretty cheap. I went with the two eggs and toast for $4.75. You could add hash, bacon, or sausage for $2.00. I chose the hash. Nothing fancy but I had been craving the canned hash of my childhood anyway. Eggs were perfect. I am picky and like them over hard. Hubby's biscuits and gravy were awesome! It's a bit hard to navigate all of the construction and we ended up finding some meter parking around the block. They had just began showing the new Guardians movie which we saw. I had such a good time, I forgot my purse. It made for a interesting morning of shopping. I will stop in again the next time we drop my daughter off at MIAD.",195,"Milwaukee, WI",1,1,0,0
My Office,https://www.yelp.com/biz/my-office-milwaukee?osq=Bars,4,54,"Dive Bars, American (Traditional)",2,,Christi S.,4,9/13/2018,Old school bar that has friendly staff and a good variety of drinks.  Good location just outside of the third ward.  Parking garages are near by for little cost.,29,"Oshkosh, WI",0,1,0,2
Bar 333,https://www.yelp.com/biz/bar-333-milwaukee?osq=Bars,2,1,"American (Traditional), Beer Bar, Cocktail Bars",3,,Garrett R.,2,08/01/2015,"Waste of money if you have any other option. This is the restaurant in the Hyatt Hotel. I got roped into eating here twice after I tried it. The food is flat, out overpriced. I paid 15$ for two small bowls of plain vanilla ice cream. Ridiculous. The food quality is hard to describe. They use high quality ingredients but prepaid them poorly, but then arrange them nicely. So it's a mix. But, a below average mix.The wait staff basically ignore's your presence. I had a burger my first time, and asked for ketchup. The girl didn't return for more than 10 min, and without out it.When I reminded her, it still took a long time. Good luck getting a glass of water after your first lol.Use this place only out of desperation, or for room service.",137,"Manhasset, NY",0,8,2,3
Brew City Tap,https://www.yelp.com/biz/brew-city-tap-milwaukee?osq=Bars,3.5,2,Bars,1,,Erika G.,4,1/20/2017,"Arrived earlier than the night crowd so hard to gauge the true atmosphere. Bartenders friendly And attentive. Great happy hour, daily and sport event specials. Brewers shuttle!! It is was clean but not updated so you know the drinks are cheap because money is not wasted on frivolous details...and that is fine by me.pool table and good selection of beer etc. Definitely going to hit up some specific specials.",69,"Milwaukee, WI",1,1,0,1
Brew City Tap,https://www.yelp.com/biz/brew-city-tap-milwaukee?osq=Bars,3.5,2,Bars,1,,Pamela M.,3,02/05/2013,"Hey, the place was alright in my book!! I have to visit a few more times to understand the joint and clientele, but as of go #1 I'm all game :)Check out all of the cool old school black and whites! and that awesome rotating Schlitz beer sign! What does one have to do to get it?! I'm guessin buy the bar...",62,"Denver, CO",0,2,0,0
Black Husky Brewing,https://www.yelp.com/biz/black-husky-brewing-milwaukee?osq=Bars,4.5,67,Breweries,1,2,Bart M.,5,4/24/2022,Outstanding beer!Awesome staff!Very cool venue!They did a great job operating a safe business during the height of COVID-19!,18,"WI, WI",0,0,0,0
Black Husky Brewing,https://www.yelp.com/biz/black-husky-brewing-milwaukee?osq=Bars,4.5,67,Breweries,1,2,Amy W.,4,4/26/2022,"We had a really fun time here. We showed up early in the afternoon, and we were surprised at how busy it was. It was a gorgeous day, so we headed on out to the patio to enjoy the sunshine. While outside there was a fitness class going on. It was somewhat like cross fit. They were being assigned various tasks and had to do them. This woman lifted this huge boulder. It took her 5 attempts, and when she finally got it the whole place cheered for her. It was fun to watch. We talked to a lot of locals while we were there. There are a bunch of fire pits for in the evenings. We both love dogs more than humans so the theme of the brewery was fitting :). The beer was cold and the service was great. Definitely recommend.",143,"Macomb, MI",0,2,0,3
Black Husky Brewing,https://www.yelp.com/biz/black-husky-brewing-milwaukee?osq=Bars,4.5,67,Breweries,1,2,Christopher D.,4,03/06/2022,"I visited Black Husky Brewing on 3/5/22 in the late afternoon around 4pm.  Definitely a dog friendly environment & there were many patrons sitting outside with provided fire pits.  The decor is a bit more homey than many craft breweries I've visited where the default is ""industrial.""  I visit craft breweries as a hobby.  This place had more kitsch and decorations like a welcoming inn or northern WI family owned tavern.  It was very busy which tells me they have a good reputation with their Riverwest neighborhood.  I was provided two free brewery stickers for my collection when asked, which I appreciate as it shows a pride in their brewery & a nice perk for visitors.  I had a standard flight of 4 beers - two of the flight I liked more included a Lemon Ginger Gose and Chocolate Cherry Stout.  Both had a good mouth feel & the gose had a balanced sourness that was complemented by the spice of the ginger.  The stout's chocolate taste was not overly sweet and the taste profile settled more on the cocoa over the sugar.  My bartenders were both friendly and helpful and added additional recommendations as to other breweries to visit nearby.  I found I had a good visit and would recommend others to stop in when in Riverwest.",218,"Salem, WI",0,0,0,0
Black Husky Brewing,https://www.yelp.com/biz/black-husky-brewing-milwaukee?osq=Bars,4.5,67,Breweries,1,2,Apurba B.,5,6/13/2021,"I honestly cannot find a better brewery that is dog friendly than black husky in Milwaukee. Everytime I have been there, I've had the best time meeting the best people/staff and pupsters,  all in one room while drinking the freshest and flavorful beer. They have a great selection on tap, I personally love the Dogfather and the Triple. Very rich taste and good smooth drink. They have a very good patio area with firepits which are a great hangout place even in winters. If you get hungry, Nessun Dorma delivers yummy sammies and salads to pair with the brews. They also have a ton of dog friendly treats and accessories.  Don't forget to pick up a bag of treats for the four legged love of your life when you're here. My friends and I love Black Husky Brewing for their ambience,  dog friendly atmosphere,  yummy brews and the friendships we have developed with the brewery over the years.",158,"West Allis, WI",0,0,0,2
